x1,x2,x3,x4
1.500,1.500,-0.125,-0.125
1.667,1.667,1.292,0.125
1.667,1.667,0.125,1.292
0.667,0.667,-1.292,-1.292
0.167,-1.500,0.042,0.042
0.167,-1.667,0.292,-0.042
0.167,-1.667,-0.042,0.292
0.000,-0.667,-0.292,-0.292
-1.500,0.167,0.042,0.042
-1.667,0.167,0.292,-0.042
-1.667,0.167,-0.042,0.292
-0.667,0.000,-0.292,-0.292
-0.167,-0.167,0.042,0.042
-0.167,-0.167,0.125,-0.042
-0.167,-0.167,-0.042,0.125
0.000,0.000,-0.125,-0.125
