x1,x2,x3,x4
1.375,1.375,-0.125,-0.125
1.542,1.542,1.292,0.125
1.542,1.542,0.125,1.292
0.542,0.542,-1.292,-1.292
-0.208,-1.375,0.042,0.042
-0.208,-1.542,0.292,-0.042
-0.208,-1.542,-0.042,0.292
-0.375,-0.542,-0.292,-0.292
-1.375,-0.208,0.042,0.042
-1.542,-0.208,0.292,-0.042
-1.542,-0.208,-0.042,0.292
-0.542,-0.375,-0.292,-0.292
0.208,0.208,0.042,0.042
0.208,0.208,0.125,-0.042
0.208,0.208,-0.042,0.125
0.375,0.375,-0.125,-0.125
