x1,x2,x3,x4
1.500,1.500,1.875,1.875
0.083,0.083,0.458,-1.875
0.083,0.083,-1.875,0.458
-0.167,-0.167,-0.458,-0.458
0.333,-1.500,0.458,0.458
0.083,-0.083,0.208,-0.458
0.083,-0.083,-0.458,0.208
0.000,0.167,-0.208,-0.208
-1.500,0.333,0.458,0.458
-0.083,0.083,0.208,-0.458
-0.083,0.083,-0.458,0.208
0.167,0.000,-0.208,-0.208
-0.333,-0.333,0.208,0.208
-0.083,-0.083,0.125,-0.208
-0.083,-0.083,-0.208,0.125
0.000,0.000,-0.125,-0.125
