x1,x2,x3,x4
0.234,0.234,0.234,0.234
0.318,0.318,-0.057,0.234
0.318,0.318,0.234,-0.057
0.349,0.349,0.057,0.057
-0.125,0.375,0.000,0.000
-0.125,0.375,0.000,0.000
-0.125,0.375,0.000,0.000
-0.125,0.375,0.000,0.000
0.375,-0.125,0.000,0.000
0.375,-0.125,0.000,0.000
0.375,-0.125,0.000,0.000
0.375,-0.125,0.000,0.000
0.125,0.125,0.000,0.000
0.125,0.125,0.000,0.000
0.125,0.125,0.000,0.000
0.125,0.125,0.000,0.000
